#Class	ID	Enh	Prom	TX	Tx_expression	Gene_expression	DNase_Enh	DNase_Prom	H4K20me1_Enh	H4K20me1_Prom	H3K9me3_Enh	H3K9me3_Prom	H3K9ac_Enh	H3K9ac_Prom	H3K79me2_Enh	H3K79me2_Prom	H3K4me3_Enh	H3K4me3_Prom	H3K4me2_Enh	H3K4me2_Prom	H3K4me1_Enh	H3K4me1_Prom	H3K36me3_Enh	H3K36me3_Prom	H3K27me3_Enh	H3K27me3_Prom	H3K27ac_Enh	H3K27ac_Prom	H2A.Z_Enh	H2A.Z_Prom	CTCF_Enh	CTCF_Prom	HiC_Contact
0	0:chr10:80750877:80751377:chr10:81107219:81107219:PPIF	chr10:80750877:80751377	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	806.61	14691.79	262.59	363.45	207.77	153.05	297.91	12088.26	156.97	2334.81	202.35	14014.57	828.46	7041.42	878.92	1522.83	181.66	202.41	212.58	173.18	343.7	11604.13	331.33	2600.04	340.0	40052.0	3.8591012954712
0	0:chr10:80750877:80751377:chr10:81107219:81107219:PPIF	chr10:80750877:80751377	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	806.61	9807.86	262.59	438.33	207.77	165.46	297.91	22069.24	156.97	4837.53	202.35	25881.28	828.46	11660.93	878.92	1565.18	181.66	229.14	212.58	184.7	343.7	21470.94	331.33	4122.42	340.0	12985.0	3.8591012954712
0	0:chr10:80752029:80752529:chr10:81107219:81107219:PPIF	chr10:80752029:80752529	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	815.15	14664.5	251.87	353.5	196.08	149.0	268.17	10210.25	155.78	1880.5	224.03	11989.25	352.48	6270.25	1908.74	1685.0	168.12	200.5	261.44	170.5	391.65	9886.75	407.17	2362.0	560.0	40575.0	3.8591012954712
0	0:chr10:80752029:80752529:chr10:81107219:81107219:PPIF	chr10:80752029:80752529	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	815.15	14683.85	251.87	356.65	196.08	150.35	268.17	10749.26	155.78	2013.79	224.03	12572.63	352.48	6492.1	1908.74	1635.41	168.12	200.95	261.44	171.4	391.65	10382.47	407.17	2428.06	560.0	40505.0	3.8591012954712
0	0:chr10:80752029:80752529:chr10:81107219:81107219:PPIF	chr10:80752029:80752529	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	815.15	14691.79	251.87	363.45	196.08	153.05	268.17	12088.26	155.78	2334.81	224.03	14014.57	352.48	7041.42	1908.74	1522.83	168.12	202.41	261.44	173.18	391.65	11604.13	407.17	2600.04	560.0	40052.0	3.8591012954712
0	0:chr10:80752029:80752529:chr10:81107219:81107219:PPIF	chr10:80752029:80752529	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	815.15	9807.86	251.87	438.33	196.08	165.46	268.17	22069.24	155.78	4837.53	224.03	25881.28	352.48	11660.93	1908.74	1565.18	168.12	229.14	261.44	184.7	391.65	21470.94	407.17	4122.42	560.0	12985.0	3.8591012954712
0	0:chr10:80782241:80782741:chr10:81107219:81107219:PPIF	chr10:80782241:80782741	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1087.06	14664.5	252.13	353.5	224.78	149.0	295.06	10210.25	167.62	1880.5	398.48	11989.25	809.03	6270.25	457.37	1685.0	169.82	200.5	268.42	170.5	449.97	9886.75	1077.42	2362.0	573.0	40575.0	6.3398103713989
0	0:chr10:80782241:80782741:chr10:81107219:81107219:PPIF	chr10:80782241:80782741	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1087.06	14683.85	252.13	356.65	224.78	150.35	295.06	10749.26	167.62	2013.79	398.48	12572.63	809.03	6492.1	457.37	1635.41	169.82	200.95	268.42	171.4	449.97	10382.47	1077.42	2428.06	573.0	40505.0	6.3398103713989
0	0:chr10:80782241:80782741:chr10:81107219:81107219:PPIF	chr10:80782241:80782741	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1087.06	14691.79	252.13	363.45	224.78	153.05	295.06	12088.26	167.62	2334.81	398.48	14014.57	809.03	7041.42	457.37	1522.83	169.82	202.41	268.42	173.18	449.97	11604.13	1077.42	2600.04	573.0	40052.0	6.3398103713989
0	0:chr10:80782241:80782741:chr10:81107219:81107219:PPIF	chr10:80782241:80782741	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1087.06	9807.86	252.13	438.33	224.78	165.46	295.06	22069.24	167.62	4837.53	398.48	25881.28	809.03	11660.93	457.37	1565.18	169.82	229.14	268.42	184.7	449.97	21470.94	1077.42	4122.42	573.0	12985.0	6.3398103713989
0	0:chr10:80782948:80783448:chr10:81107219:81107219:PPIF	chr10:80782948:80783448	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1195.86	14664.5	265.4	353.5	142.22	149.0	454.1	10210.25	148.56	1880.5	305.51	11989.25	1046.25	6270.25	1125.65	1685.0	174.74	200.5	267.95	170.5	749.44	9886.75	606.16	2362.0	1451.0	40575.0	6.3398103713989
0	0:chr10:80782948:80783448:chr10:81107219:81107219:PPIF	chr10:80782948:80783448	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1195.86	14683.85	265.4	356.65	142.22	150.35	454.1	10749.26	148.56	2013.79	305.51	12572.63	1046.25	6492.1	1125.65	1635.41	174.74	200.95	267.95	171.4	749.44	10382.47	606.16	2428.06	1451.0	40505.0	6.3398103713989
0	0:chr10:80782948:80783448:chr10:81107219:81107219:PPIF	chr10:80782948:80783448	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1195.86	14691.79	265.4	363.45	142.22	153.05	454.1	12088.26	148.56	2334.81	305.51	14014.57	1046.25	7041.42	1125.65	1522.83	174.74	202.41	267.95	173.18	749.44	11604.13	606.16	2600.04	1451.0	40052.0	6.3398103713989
0	0:chr10:80782948:80783448:chr10:81107219:81107219:PPIF	chr10:80782948:80783448	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1195.86	9807.86	265.4	438.33	142.22	165.46	454.1	22069.24	148.56	4837.53	305.51	25881.28	1046.25	11660.93	1125.65	1565.18	174.74	229.14	267.95	184.7	749.44	21470.94	606.16	4122.42	1451.0	12985.0	6.3398103713989
0	0:chr10:80826955:80827894:chr10:81107219:81107219:PPIF	chr10:80826955:80827894	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	18447.4	14664.5	584.47	353.5	380.03	149.0	6223.34	10210.25	747.06	1880.5	28975.45	11989.25	18219.71	6270.25	3262.82	1685.0	397.59	200.5	464.7	170.5	7303.68	9886.75	8304.03	2362.0	9447.0	40575.0	9.4540967941284
0	0:chr10:80826955:80827894:chr10:81107219:81107219:PPIF	chr10:80826955:80827894	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	18447.4	14683.85	584.47	356.65	380.03	150.35	6223.34	10749.26	747.06	2013.79	28975.45	12572.63	18219.71	6492.1	3262.82	1635.41	397.59	200.95	464.7	171.4	7303.68	10382.47	8304.03	2428.06	9447.0	40505.0	9.4540967941284
0	0:chr10:80826955:80827894:chr10:81107219:81107219:PPIF	chr10:80826955:80827894	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	18447.4	14691.79	584.47	363.45	380.03	153.05	6223.34	12088.26	747.06	2334.81	28975.45	14014.57	18219.71	7041.42	3262.82	1522.83	397.59	202.41	464.7	173.18	7303.68	11604.13	8304.03	2600.04	9447.0	40052.0	9.4540967941284
0	0:chr10:80826955:80827894:chr10:81107219:81107219:PPIF	chr10:80826955:80827894	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	18447.4	9807.86	584.47	438.33	380.03	165.46	6223.34	22069.24	747.06	4837.53	28975.45	25881.28	18219.71	11660.93	3262.82	1565.18	397.59	229.14	464.7	184.7	7303.68	21470.94	8304.03	4122.42	9447.0	12985.0	9.4540967941284
0	0:chr10:80828462:80829041:chr10:81107219:81107219:PPIF	chr10:80828462:80829041	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	11576.67	14664.5	333.97	353.5	195.72	149.0	5143.22	10210.25	547.89	1880.5	9750.45	11989.25	4586.33	6270.25	725.31	1685.0	207.39	200.5	196.44	170.5	4580.12	9886.75	1926.36	2362.0	8723.0	40575.0	9.4540967941284
0	0:chr10:80828462:80829041:chr10:81107219:81107219:PPIF	chr10:80828462:80829041	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	11576.67	14683.85	333.97	356.65	195.72	150.35	5143.22	10749.26	547.89	2013.79	9750.45	12572.63	4586.33	6492.1	725.31	1635.41	207.39	200.95	196.44	171.4	4580.12	10382.47	1926.36	2428.06	8723.0	40505.0	9.4540967941284
0	0:chr10:80828462:80829041:chr10:81107219:81107219:PPIF	chr10:80828462:80829041	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	11576.67	14691.79	333.97	363.45	195.72	153.05	5143.22	12088.26	547.89	2334.81	9750.45	14014.57	4586.33	7041.42	725.31	1522.83	207.39	202.41	196.44	173.18	4580.12	11604.13	1926.36	2600.04	8723.0	40052.0	9.4540967941284
0	0:chr10:80828462:80829041:chr10:81107219:81107219:PPIF	chr10:80828462:80829041	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	11576.67	9807.86	333.97	438.33	195.72	165.46	5143.22	22069.24	547.89	4837.53	9750.45	25881.28	4586.33	11660.93	725.31	1565.18	207.39	229.14	196.44	184.7	4580.12	21470.94	1926.36	4122.42	8723.0	12985.0	9.4540967941284
0	0:chr10:80830798:80831298:chr10:81107219:81107219:PPIF	chr10:80830798:80831298	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	3261.38	14664.5	1484.88	353.5	199.47	149.0	4410.06	10210.25	4907.71	1880.5	9694.32	11989.25	10382.71	6270.25	5259.6	1685.0	248.58	200.5	757.11	170.5	4769.54	9886.75	647.5	2362.0	663.0	40575.0	6.4847140312195
0	0:chr10:80830798:80831298:chr10:81107219:81107219:PPIF	chr10:80830798:80831298	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	3261.38	14683.85	1484.88	356.65	199.47	150.35	4410.06	10749.26	4907.71	2013.79	9694.32	12572.63	10382.71	6492.1	5259.6	1635.41	248.58	200.95	757.11	171.4	4769.54	10382.47	647.5	2428.06	663.0	40505.0	6.4847140312195
0	0:chr10:80830798:80831298:chr10:81107219:81107219:PPIF	chr10:80830798:80831298	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	3261.38	14691.79	1484.88	363.45	199.47	153.05	4410.06	12088.26	4907.71	2334.81	9694.32	14014.57	10382.71	7041.42	5259.6	1522.83	248.58	202.41	757.11	173.18	4769.54	11604.13	647.5	2600.04	663.0	40052.0	6.4847140312195
0	0:chr10:80830798:80831298:chr10:81107219:81107219:PPIF	chr10:80830798:80831298	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	3261.38	9807.86	1484.88	438.33	199.47	165.46	4410.06	22069.24	4907.71	4837.53	9694.32	25881.28	10382.71	11660.93	5259.6	1565.18	248.58	229.14	757.11	184.7	4769.54	21470.94	647.5	4122.42	663.0	12985.0	6.4847140312195
0	0:chr10:80838687:80839187:chr10:81107219:81107219:PPIF	chr10:80838687:80839187	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	491.21	14664.5	1582.58	353.5	154.0	149.0	363.38	10210.25	3673.86	1880.5	265.1	11989.25	691.4	6270.25	2759.36	1685.0	329.11	200.5	232.3	170.5	861.21	9886.75	240.15	2362.0	1497.0	40575.0	8.2286863327026
0	0:chr10:80838687:80839187:chr10:81107219:81107219:PPIF	chr10:80838687:80839187	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	491.21	14683.85	1582.58	356.65	154.0	150.35	363.38	10749.26	3673.86	2013.79	265.1	12572.63	691.4	6492.1	2759.36	1635.41	329.11	200.95	232.3	171.4	861.21	10382.47	240.15	2428.06	1497.0	40505.0	8.2286863327026
0	0:chr10:80838687:80839187:chr10:81107219:81107219:PPIF	chr10:80838687:80839187	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	491.21	14691.79	1582.58	363.45	154.0	153.05	363.38	12088.26	3673.86	2334.81	265.1	14014.57	691.4	7041.42	2759.36	1522.83	329.11	202.41	232.3	173.18	861.21	11604.13	240.15	2600.04	1497.0	40052.0	8.2286863327026
0	0:chr10:80838687:80839187:chr10:81107219:81107219:PPIF	chr10:80838687:80839187	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	491.21	9807.86	1582.58	438.33	154.0	165.46	363.38	22069.24	3673.86	4837.53	265.1	25881.28	691.4	11660.93	2759.36	1565.18	329.11	229.14	232.3	184.7	861.21	21470.94	240.15	4122.42	1497.0	12985.0	8.2286863327026
0	0:chr10:80843577:80844405:chr10:81107219:81107219:PPIF	chr10:80843577:80844405	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	9315.66	14664.5	1891.65	353.5	258.48	149.0	1097.88	10210.25	5655.85	1880.5	631.41	11989.25	2913.24	6270.25	9429.24	1685.0	446.91	200.5	260.49	170.5	5995.99	9886.75	501.07	2362.0	1481.0	40575.0	6.7626433372498
0	0:chr10:80843577:80844405:chr10:81107219:81107219:PPIF	chr10:80843577:80844405	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	9315.66	14683.85	1891.65	356.65	258.48	150.35	1097.88	10749.26	5655.85	2013.79	631.41	12572.63	2913.24	6492.1	9429.24	1635.41	446.91	200.95	260.49	171.4	5995.99	10382.47	501.07	2428.06	1481.0	40505.0	6.7626433372498
0	0:chr10:80843577:80844405:chr10:81107219:81107219:PPIF	chr10:80843577:80844405	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	9315.66	14691.79	1891.65	363.45	258.48	153.05	1097.88	12088.26	5655.85	2334.81	631.41	14014.57	2913.24	7041.42	9429.24	1522.83	446.91	202.41	260.49	173.18	5995.99	11604.13	501.07	2600.04	1481.0	40052.0	6.7626433372498
0	0:chr10:80843577:80844405:chr10:81107219:81107219:PPIF	chr10:80843577:80844405	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	9315.66	9807.86	1891.65	438.33	258.48	165.46	1097.88	22069.24	5655.85	4837.53	631.41	25881.28	2913.24	11660.93	9429.24	1565.18	446.91	229.14	260.49	184.7	5995.99	21470.94	501.07	4122.42	1481.0	12985.0	6.7626433372498
0	0:chr10:80844691:80845191:chr10:81107219:81107219:PPIF	chr10:80844691:80845191	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	2285.23	14664.5	1203.07	353.5	178.62	149.0	471.61	10210.25	4134.47	1880.5	356.28	11989.25	970.42	6270.25	3835.8	1685.0	418.22	200.5	200.76	170.5	1317.03	9886.75	373.3	2362.0	777.0	40575.0	6.7626433372498
0	0:chr10:80844691:80845191:chr10:81107219:81107219:PPIF	chr10:80844691:80845191	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	2285.23	14683.85	1203.07	356.65	178.62	150.35	471.61	10749.26	4134.47	2013.79	356.28	12572.63	970.42	6492.1	3835.8	1635.41	418.22	200.95	200.76	171.4	1317.03	10382.47	373.3	2428.06	777.0	40505.0	6.7626433372498
0	0:chr10:80844691:80845191:chr10:81107219:81107219:PPIF	chr10:80844691:80845191	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	2285.23	14691.79	1203.07	363.45	178.62	153.05	471.61	12088.26	4134.47	2334.81	356.28	14014.57	970.42	7041.42	3835.8	1522.83	418.22	202.41	200.76	173.18	1317.03	11604.13	373.3	2600.04	777.0	40052.0	6.7626433372498
0	0:chr10:80844691:80845191:chr10:81107219:81107219:PPIF	chr10:80844691:80845191	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	2285.23	9807.86	1203.07	438.33	178.62	165.46	471.61	22069.24	4134.47	4837.53	356.28	25881.28	970.42	11660.93	3835.8	1565.18	418.22	229.14	200.76	184.7	1317.03	21470.94	373.3	4122.42	777.0	12985.0	6.7626433372498
0	0:chr10:80850187:80850687:chr10:81107219:81107219:PPIF	chr10:80850187:80850687	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	812.08	14664.5	2010.79	353.5	187.92	149.0	481.71	10210.25	4358.81	1880.5	324.05	11989.25	821.48	6270.25	1872.71	1685.0	548.59	200.5	231.45	170.5	934.72	9886.75	320.89	2362.0	1244.0	40575.0	7.9152336120605
0	0:chr10:80850187:80850687:chr10:81107219:81107219:PPIF	chr10:80850187:80850687	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	812.08	14683.85	2010.79	356.65	187.92	150.35	481.71	10749.26	4358.81	2013.79	324.05	12572.63	821.48	6492.1	1872.71	1635.41	548.59	200.95	231.45	171.4	934.72	10382.47	320.89	2428.06	1244.0	40505.0	7.9152336120605
0	0:chr10:80850187:80850687:chr10:81107219:81107219:PPIF	chr10:80850187:80850687	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	812.08	14691.79	2010.79	363.45	187.92	153.05	481.71	12088.26	4358.81	2334.81	324.05	14014.57	821.48	7041.42	1872.71	1522.83	548.59	202.41	231.45	173.18	934.72	11604.13	320.89	2600.04	1244.0	40052.0	7.9152336120605
0	0:chr10:80850187:80850687:chr10:81107219:81107219:PPIF	chr10:80850187:80850687	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	812.08	9807.86	2010.79	438.33	187.92	165.46	481.71	22069.24	4358.81	4837.53	324.05	25881.28	821.48	11660.93	1872.71	1565.18	548.59	229.14	231.45	184.7	934.72	21470.94	320.89	4122.42	1244.0	12985.0	7.9152336120605
0	0:chr10:80853203:80854000:chr10:81107219:81107219:PPIF	chr10:80853203:80854000	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	7596.6	14664.5	3237.69	353.5	323.01	149.0	1634.33	10210.25	4841.68	1880.5	1057.27	11989.25	4293.68	6270.25	6316.99	1685.0	553.26	200.5	451.72	170.5	5366.56	9886.75	1036.05	2362.0	1199.0	40575.0	7.9152336120605
0	0:chr10:80853203:80854000:chr10:81107219:81107219:PPIF	chr10:80853203:80854000	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	7596.6	14683.85	3237.69	356.65	323.01	150.35	1634.33	10749.26	4841.68	2013.79	1057.27	12572.63	4293.68	6492.1	6316.99	1635.41	553.26	200.95	451.72	171.4	5366.56	10382.47	1036.05	2428.06	1199.0	40505.0	7.9152336120605
0	0:chr10:80853203:80854000:chr10:81107219:81107219:PPIF	chr10:80853203:80854000	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	7596.6	14691.79	3237.69	363.45	323.01	153.05	1634.33	12088.26	4841.68	2334.81	1057.27	14014.57	4293.68	7041.42	6316.99	1522.83	553.26	202.41	451.72	173.18	5366.56	11604.13	1036.05	2600.04	1199.0	40052.0	7.9152336120605
0	0:chr10:80853203:80854000:chr10:81107219:81107219:PPIF	chr10:80853203:80854000	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	7596.6	9807.86	3237.69	438.33	323.01	165.46	1634.33	22069.24	4841.68	4837.53	1057.27	25881.28	4293.68	11660.93	6316.99	1565.18	553.26	229.14	451.72	184.7	5366.56	21470.94	1036.05	4122.42	1199.0	12985.0	7.9152336120605
0	0:chr10:80858178:80858823:chr10:81107219:81107219:PPIF	chr10:80858178:80858823	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	3966.46	14664.5	2663.46	353.5	244.78	149.0	815.44	10210.25	6190.8	1880.5	476.55	11989.25	1662.57	6270.25	3999.56	1685.0	710.61	200.5	247.42	170.5	1579.74	9886.75	503.73	2362.0	3287.0	40575.0	10.184366226196
0	0:chr10:80858178:80858823:chr10:81107219:81107219:PPIF	chr10:80858178:80858823	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	3966.46	14683.85	2663.46	356.65	244.78	150.35	815.44	10749.26	6190.8	2013.79	476.55	12572.63	1662.57	6492.1	3999.56	1635.41	710.61	200.95	247.42	171.4	1579.74	10382.47	503.73	2428.06	3287.0	40505.0	10.184366226196
